====================================================================================================================================
                                                               S L S                                                                
                                                            version: 3.3                                                            
                                                S I M U L A T I O N   R E S U L T S                                                 
====================================================================================================================================
 time         | c   f   f   f   f   f   f   f   f   f   f   f   f   f   f   f   f   f   r 
 in 1e-09 sec | l   2   4   8   1   3   6   1   2   5   1   2   4   8   1   3   6   1   e 
              | k               6   2   4   2   5   1   0   0   0   1   6   2   5   3   s 
      13102.7 | 1   0   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13103.7 | 1   0   0   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13200.0 | 0   0   0   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13300.0 | 1   0   0   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13301.1 | 1   1   0   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13400.0 | 0   1   0   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13500.0 | 1   1   0   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13501.4 | 1   0   0   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13502.4 | 1   0   1   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13600.0 | 0   0   1   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13700.0 | 1   0   1   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13701.1 | 1   1   1   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13800.0 | 0   1   1   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13900.0 | 1   1   1   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13901.4 | 1   0   1   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13902.7 | 1   0   0   1   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13904.0 | 1   0   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13905.3 | 1   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
      13906.6 | 1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0
      13907.9 | 1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
      13908.9 | 1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14000.0 | 0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14100.0 | 1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14101.1 | 1   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14200.0 | 0   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14300.0 | 1   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14301.4 | 1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14302.4 | 1   0   1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14400.0 | 0   0   1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14500.0 | 1   0   1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14501.1 | 1   1   1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14600.0 | 0   1   1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14700.0 | 1   1   1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14701.4 | 1   0   1   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14702.7 | 1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14703.7 | 1   0   0   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14800.0 | 0   0   0   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14900.0 | 1   0   0   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      14901.1 | 1   1   0   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15000.0 | 0   1   0   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15100.0 | 1   1   0   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15101.4 | 1   0   0   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15102.4 | 1   0   1   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15200.0 | 0   0   1   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15300.0 | 1   0   1   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15301.1 | 1   1   1   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15400.0 | 0   1   1   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15500.0 | 1   1   1   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15501.4 | 1   0   1   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15502.7 | 1   0   0   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15504.0 | 1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15505.0 | 1   0   0   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15600.0 | 0   0   0   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15700.0 | 1   0   0   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15701.1 | 1   1   0   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15800.0 | 0   1   0   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15900.0 | 1   1   0   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15901.4 | 1   0   0   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      15902.4 | 1   0   1   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16000.0 | 0   0   1   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16100.0 | 1   0   1   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16101.1 | 1   1   1   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16200.0 | 0   1   1   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16300.0 | 1   1   1   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16301.4 | 1   0   1   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16302.7 | 1   0   0   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16303.7 | 1   0   0   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16400.0 | 0   0   0   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16500.0 | 1   0   0   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16501.1 | 1   1   0   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16600.0 | 0   1   0   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16700.0 | 1   1   0   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16701.4 | 1   0   0   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16702.4 | 1   0   1   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16800.0 | 0   0   1   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16900.0 | 1   0   1   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      16901.1 | 1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      17000.0 | 0   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      17100.0 | 1   1   1   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      17101.4 | 1   0   1   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      17102.7 | 1   0   0   1   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      17104.0 | 1   0   0   0   1   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      17105.3 | 1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      17106.3 | 1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17200.0 | 0   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17300.0 | 1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17301.1 | 1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17400.0 | 0   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17500.0 | 1   1   0   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17501.4 | 1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17502.4 | 1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17600.0 | 0   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17700.0 | 1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17701.1 | 1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17800.0 | 0   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17900.0 | 1   1   1   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17901.4 | 1   0   1   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17902.7 | 1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      17903.7 | 1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18000.0 | 0   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18100.0 | 1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18101.1 | 1   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18200.0 | 0   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18300.0 | 1   1   0   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18301.4 | 1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18302.4 | 1   0   1   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18400.0 | 0   0   1   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18500.0 | 1   0   1   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18501.1 | 1   1   1   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18600.0 | 0   1   1   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18700.0 | 1   1   1   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18701.4 | 1   0   1   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18702.7 | 1   0   0   1   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18704.0 | 1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18705.0 | 1   0   0   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18800.0 | 0   0   0   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18900.0 | 1   0   0   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      18901.1 | 1   1   0   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19000.0 | 0   1   0   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19100.0 | 1   1   0   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19101.4 | 1   0   0   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19102.4 | 1   0   1   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19200.0 | 0   0   1   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19300.0 | 1   0   1   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19301.1 | 1   1   1   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19400.0 | 0   1   1   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19500.0 | 1   1   1   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19501.4 | 1   0   1   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19502.7 | 1   0   0   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19503.7 | 1   0   0   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19600.0 | 0   0   0   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19700.0 | 1   0   0   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19701.1 | 1   1   0   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19800.0 | 0   1   0   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19900.0 | 1   1   0   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19901.4 | 1   0   0   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      19902.4 | 1   0   1   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      20000.0 | 0   0   1   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      20100.0 | 1   0   1   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      20101.1 | 1   1   1   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      20200.0 | 0   1   1   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      20300.0 | 1   1   1   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      20301.4 | 1   0   1   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      20302.7 | 1   0   0   1   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      20304.0 | 1   0   0   0   1   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      20305.3 | 1   0   0   0   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0
      20306.6 | 1   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
      20307.6 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      20400.0 | 0   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      20500.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      20501.1 | 1   1   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      20600.0 | 0   1   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      20700.0 | 1   1   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      20701.4 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      20702.4 | 1   0   1   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      20800.0 | 0   0   1   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      20900.0 | 1   0   1   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      20901.1 | 1   1   1   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21000.0 | 0   1   1   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21100.0 | 1   1   1   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21101.4 | 1   0   1   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21102.7 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21103.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21200.0 | 0   0   0   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21300.0 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21301.1 | 1   1   0   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21400.0 | 0   1   0   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21500.0 | 1   1   0   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21501.4 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21502.4 | 1   0   1   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21600.0 | 0   0   1   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21700.0 | 1   0   1   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21701.1 | 1   1   1   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21800.0 | 0   1   1   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21900.0 | 1   1   1   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21901.4 | 1   0   1   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21902.7 | 1   0   0   1   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21904.0 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      21905.0 | 1   0   0   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22000.0 | 0   0   0   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22100.0 | 1   0   0   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22101.1 | 1   1   0   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22200.0 | 0   1   0   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22300.0 | 1   1   0   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22301.4 | 1   0   0   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22302.4 | 1   0   1   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22400.0 | 0   0   1   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22500.0 | 1   0   1   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22501.1 | 1   1   1   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22600.0 | 0   1   1   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22700.0 | 1   1   1   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22701.4 | 1   0   1   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22702.7 | 1   0   0   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22703.7 | 1   0   0   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22800.0 | 0   0   0   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22900.0 | 1   0   0   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      22901.1 | 1   1   0   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23000.0 | 0   1   0   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23100.0 | 1   1   0   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23101.4 | 1   0   0   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23102.4 | 1   0   1   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23200.0 | 0   0   1   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23300.0 | 1   0   1   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23301.1 | 1   1   1   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23400.0 | 0   1   1   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23500.0 | 1   1   1   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23501.4 | 1   0   1   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23502.7 | 1   0   0   1   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23504.0 | 1   0   0   0   1   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23505.3 | 1   0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0
      23506.3 | 1   0   0   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      23600.0 | 0   0   0   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      23700.0 | 1   0   0   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      23701.1 | 1   1   0   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      23800.0 | 0   1   0   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      23900.0 | 1   1   0   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      23901.4 | 1   0   0   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      23902.4 | 1   0   1   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      24000.0 | 0   0   1   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      24100.0 | 1   0   1   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      24101.1 | 1   1   1   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      24200.0 | 0   1   1   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      24300.0 | 1   1   1   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      24301.4 | 1   0   1   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      24302.7 | 1   0   0   0   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      24303.7 | 1   0   0   1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      24400.0 | 0   0   0   1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      24500.0 | 1   0   0   1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
      24501.1 | 1   1   0   1   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
